"incident_key","occur_date","occur_time","boro","loc_of_occur_desc","precinct","jurisdiction_code","loc_classfctn_desc","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","geocoded_column"
"279683077","2023-12-29T00:00:00.000","03:43:00","QUEENS","INSIDE","113","0","COMMERCIAL","RESTAURANT/DINER","false","(null)","(null)","(null)","25-44","M","BLACK","1047268","189119","40.685543","-73.772774","POINT (-73.772774 40.685543)"
"279709792","2023-12-29T00:00:00.000","21:22:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","false","25-44","M","BLACK","25-44","M","BLACK","1018514","178646","40.656953","-73.876507","POINT (-73.876507 40.656953)"
"279758069","2023-12-29T00:00:00.000","18:40:00","BRONX","OUTSIDE","40","0","STREET","(null)","false","(null)","(null)","(null)","65+","M","BLACK HISPANIC","1010564","235262","40.812379","-73.90494","POINT (-73.90494 40.812379)"
"279609499","2023-12-27T00:00:00.000","19:47:00","BRONX","OUTSIDE","42","0","STREET","(null)","false","(null)","(null)","(null)","<18","M","BLACK HISPANIC","1015730","240807","40.82758","-73.886248","POINT (-73.886248 40.82758)"
"279547332","2023-12-26T00:00:00.000","23:31:00","BRONX","OUTSIDE","46","0","STREET","(null)","false","45-64","M","WHITE HISPANIC","45-64","M","WHITE","1011035","250045","40.852951","-73.903178","POINT (-73.903178 40.852951)"
"279547333","2023-12-26T00:00:00.000","23:43:00","QUEENS","OUTSIDE","106","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1034904","190307","40.688883","-73.817347","POINT (-73.817347 40.688883)"
"279547333","2023-12-26T00:00:00.000","23:43:00","QUEENS","OUTSIDE","106","0","STREET","(null)","true","(null)","(null)","(null)","25-44","F","BLACK HISPANIC","1034904","190307","40.688883","-73.817347","POINT (-73.817347 40.688883)"
"279500313","2023-12-26T00:00:00.000","05:09:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1008749","179070","40.65815","-73.911701","POINT (-73.911701 40.65815)"
"279547333","2023-12-26T00:00:00.000","23:43:00","QUEENS","OUTSIDE","106","0","STREET","(null)","false","(null)","(null)","(null)","25-44","F","BLACK HISPANIC","1034904","190307","40.688883","-73.817347","POINT (-73.817347 40.688883)"
"279547333","2023-12-26T00:00:00.000","23:43:00","QUEENS","OUTSIDE","106","0","STREET","(null)","true","(null)","(null)","(null)","25-44","M","BLACK","1034904","190307","40.688883","-73.817347","POINT (-73.817347 40.688883)"
"279460793","2023-12-24T00:00:00.000","05:24:00","BROOKLYN","OUTSIDE","67","0","COMMERCIAL","BAR/NIGHT CLUB","false","(null)","(null)","(null)","25-44","M","BLACK","1004029","171113","40.636322","-73.928734","POINT (-73.928734 40.636322)"
"279475600","2023-12-24T00:00:00.000","17:39:00","BROOKLYN","OUTSIDE","69","0","DWELLING","PVT HOUSE","false","(null)","(null)","(null)","25-44","M","BLACK","1013544","169609","40.632167","-73.894457","POINT (-73.894457 40.632167)"
"279472658","2023-12-24T00:00:00.000","17:40:00","MANHATTAN","INSIDE","26","2","HOUSING","MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","BLACK","997083","236928","40.81698","-73.953637","POINT (-73.953637 40.81698)"
"279460792","2023-12-24T00:00:00.000","05:55:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK HISPANIC","1016484","187121","40.68022195358204","-73.88378406896516","POINT (-73.88378406896516 40.68022195358204)"
"279473159","2023-12-24T00:00:00.000","19:08:00","BRONX","INSIDE","48","0","DWELLING","MULTI DWELL - APT BUILD","false","(null)","(null)","(null)","18-24","M","BLACK","1012987","248501","40.848709","-73.896129","POINT (-73.896129 40.848709)"
"279455044","2023-12-23T00:00:00.000","13:25:00","MANHATTAN","OUTSIDE","9","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","25-44","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","990345","201948","40.720976","-73.97801","POINT (-73.97801 40.720976)"
"279427923","2023-12-23T00:00:00.000","00:25:00","MANHATTAN","OUTSIDE","25","0","COMMERCIAL","(null)","false","(null)","(null)","(null)","45-64","M","WHITE HISPANIC","1001248","231749","40.802758","-73.9386","POINT (-73.9386 40.802758)"
"279455045","2023-12-23T00:00:00.000","21:24:00","BRONX","OUTSIDE","47","0","(null)","(null)","false","(null)","(null)","(null)","<18","M","BLACK","1027562","261069","40.883142","-73.843365","POINT (-73.843365 40.883142)"
"279427924","2023-12-23T00:00:00.000","02:10:00","BROOKLYN","OUTSIDE","77","0","STREET","(null)","false","25-44","M","BLACK","25-44","M","BLACK","998152","185742","40.676485","-73.94988","POINT (-73.94988 40.676485)"
"279453573","2023-12-22T00:00:00.000","15:15:00","QUEENS","OUTSIDE","113","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK HISPANIC","1040313","186507","40.678418","-73.797875","POINT (-73.797875 40.678418)"
"279453573","2023-12-22T00:00:00.000","15:15:00","QUEENS","OUTSIDE","113","0","STREET","(null)","true","(null)","(null)","(null)","25-44","M","BLACK","1040313","186507","40.678418","-73.797875","POINT (-73.797875 40.678418)"
"279427921","2023-12-22T00:00:00.000","15:30:00","BRONX","INSIDE","42","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","18-24","M","BLACK","1010883","244201","40.836912","-73.903749","POINT (-73.903749 40.836912)"
"279386687","2023-12-22T00:00:00.000","01:09:00","BROOKLYN","INSIDE","71","0","DWELLING","MULTI DWELL - APT BUILD","false","(null)","(null)","(null)","25-44","M","BLACK","1002859","181349","40.664419","-73.932923","POINT (-73.932923 40.664419)"
"279453572","2023-12-22T00:00:00.000","18:30:00","BROOKLYN","OUTSIDE","70","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","998007","170790","40.635445","-73.950433","POINT (-73.950433 40.635445)"
"279453573","2023-12-22T00:00:00.000","15:15:00","QUEENS","OUTSIDE","113","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1040313","186507","40.678418","-73.797875","POINT (-73.797875 40.678418)"
"279427922","2023-12-22T00:00:00.000","17:58:00","MANHATTAN","OUTSIDE","34","0","DWELLING","MULTI DWELL - APT BUILD","false","(null)","(null)","(null)","25-44","M","BLACK HISPANIC","1005025","254060","40.863989","-73.924889","POINT (-73.924889 40.863989)"
"279453573","2023-12-22T00:00:00.000","15:15:00","QUEENS","OUTSIDE","113","0","STREET","(null)","true","(null)","(null)","(null)","25-44","M","BLACK HISPANIC","1040313","186507","40.678418","-73.797875","POINT (-73.797875 40.678418)"
"279332632","2023-12-21T00:00:00.000","12:49:00","BRONX","OUTSIDE","52","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1011613","255632","40.86828288411478","-73.90106690225375","POINT (-73.90106690225375 40.86828288411478)"
"279332633","2023-12-21T00:00:00.000","19:22:00","MANHATTAN","OUTSIDE","20","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","<18","M","BLACK","987539","221023","40.773335","-73.988123","POINT (-73.988123 40.773335)"
"279262206","2023-12-20T00:00:00.000","03:35:00","BRONX","INSIDE","47","0","COMMERCIAL","MULTI DWELL - APT BUILD","true","18-24","M","WHITE HISPANIC","25-44","M","BLACK","1021554","261934","40.885545","-73.865086","POINT (-73.865086 40.885545)"
"279247429","2023-12-19T00:00:00.000","23:59:00","MANHATTAN","OUTSIDE","10","0","HOUSING","MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","983737","212230","40.7492","-74.001848","POINT (-74.001848 40.7492)"
"279232986","2023-12-19T00:00:00.000","11:49:00","BROOKLYN","OUTSIDE","76","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","F","BLACK","987796","188274","40.683446","-73.987212","POINT (-73.987212 40.683446)"
"279179083","2023-12-18T00:00:00.000","11:30:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1009314","180343","40.661644","-73.909659","POINT (-73.909659 40.661644)"
"279179085","2023-12-18T00:00:00.000","21:00:00","MANHATTAN","INSIDE","33","0","DWELLING","MULTI DWELL - APT BUILD","false","18-24","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1000839","244344","40.83733","-73.940048","POINT (-73.940048 40.83733)"
"279176472","2023-12-18T00:00:00.000","11:54:00","BRONX","OUTSIDE","47","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","BLACK","1025614","260394","40.881299","-73.850414","POINT (-73.850414 40.881299)"
"279179084","2023-12-18T00:00:00.000","20:35:00","BRONX","OUTSIDE","52","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1010769","253612","40.862742","-73.904126","POINT (-73.904126 40.862742)"
"279123685","2023-12-17T00:00:00.000","03:28:00","BROOKLYN","OUTSIDE","60","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","985518","147974","40.57283","-73.995433","POINT (-73.995433 40.57283)"
"279121462","2023-12-17T00:00:00.000","06:30:00","BRONX","OUTSIDE","48","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1013342","247698","40.846502","-73.894847","POINT (-73.894847 40.846502)"
"279081320","2023-12-16T00:00:00.000","05:26:00","BROOKLYN","OUTSIDE","77","0","STREET","(null)","false","25-44","M","BLACK","25-44","M","BLACK","1003404","183595","40.67058184796542","-73.93095247919862","POINT (-73.93095247919862 40.67058184796542)"
"279121461","2023-12-16T00:00:00.000","22:00:00","BRONX","OUTSIDE","52","0","STREET","(null)","false","(null)","(null)","(null)","<18","M","BLACK HISPANIC","1009587","255119","40.866882","-73.908392","POINT (-73.908392 40.866882)"
"279081321","2023-12-16T00:00:00.000","05:09:00","BROOKLYN","OUTSIDE","75","0","COMMERCIAL","(null)","false","(null)","(null)","(null)","25-44","M","ASIAN / PACIFIC ISLANDER","1014095","178524","40.656636","-73.892433","POINT (-73.892433 40.656636)"
"279138121","2023-12-16T00:00:00.000","18:26:00","MANHATTAN","OUTSIDE","34","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","BLACK","1017325","259857","40.879861","-73.880392","POINT (-73.880392 40.879861)"
"279071309","2023-12-15T00:00:00.000","14:22:00","BRONX","INSIDE","46","0","COMMERCIAL","(null)","false","(null)","(null)","(null)","18-24","M","BLACK HISPANIC","1009724","250359","40.853817","-73.907917","POINT (-73.907917 40.853817)"
"279071309","2023-12-15T00:00:00.000","14:22:00","BRONX","INSIDE","46","0","COMMERCIAL","(null)","false","(null)","(null)","(null)","18-24","M","BLACK","1009724","250359","40.853817","-73.907917","POINT (-73.907917 40.853817)"
"279121460","2023-12-15T00:00:00.000","18:40:00","BROOKLYN","OUTSIDE","77","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","BLACK","993973","184838","40.674011","-73.964945","POINT (-73.964945 40.674011)"
"279036369","2023-12-14T00:00:00.000","11:50:00","MANHATTAN","INSIDE","5","0","DWELLING","(null)","false","25-44","M","UNKNOWN","UNKNOWN","U","UNKNOWN","986929","202081","40.721343","-73.990335","POINT (-73.990335 40.721343)"
"279025413","2023-12-14T00:00:00.000","18:55:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","BLACK","1009979","179022","40.658013","-73.907266","POINT (-73.907266 40.658013)"
"279025810","2023-12-14T00:00:00.000","21:40:00","BROOKLYN","INSIDE","81","0","COMMERCIAL","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1003998","187611","40.681604","-73.928797","POINT (-73.928797 40.681604)"
"279025412","2023-12-14T00:00:00.000","23:00:00","QUEENS","OUTSIDE","103","0","STREET","(null)","false","<18","M","BLACK","25-44","M","BLACK","1040743","196164","40.704923","-73.796244","POINT (-73.796244 40.704923)"
"279025810","2023-12-14T00:00:00.000","21:40:00","BROOKLYN","INSIDE","81","0","COMMERCIAL","(null)","false","(null)","(null)","(null)","45-64","M","UNKNOWN","1003998","187611","40.681604","-73.928797","POINT (-73.928797 40.681604)"
"278865241","2023-12-12T00:00:00.000","07:25:00","BROOKLYN","OUTSIDE","69","0","DWELLING","PVT HOUSE","false","(null)","(null)","(null)","25-44","F","BLACK","1013115","174380","40.645265","-73.895984","POINT (-73.895984 40.645265)"
"278915845","2023-12-12T00:00:00.000","05:00:00","QUEENS","OUTSIDE","113","0","STREET","(null)","true","25-44","M","BLACK","25-44","M","BLACK","1051164","196680","40.70626487537533","-73.75865488504459","POINT (-73.75865488504459 40.70626487537533)"
"278902371","2023-12-12T00:00:00.000","18:30:00","QUEENS","INSIDE","115","0","COMMERCIAL","JEWELRY STORE","false","(null)","(null)","(null)","45-64","M","WHITE HISPANIC","1019903","213435","40.752435","-73.871317","POINT (-73.871317 40.752435)"
"278915846","2023-12-12T00:00:00.000","21:20:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","BLACK","1011060","178314","40.656069","-73.903373","POINT (-73.903373 40.656069)"
"278915845","2023-12-12T00:00:00.000","05:00:00","QUEENS","OUTSIDE","113","0","STREET","(null)","false","25-44","M","BLACK","25-44","M","BLACK","1051164","196680","40.70626487537533","-73.75865488504459","POINT (-73.75865488504459 40.70626487537533)"
"278852377","2023-12-11T00:00:00.000","11:30:00","BRONX","INSIDE","47","0","COMMERCIAL","GROCERY/BODEGA","false","(null)","(null)","(null)","18-24","M","BLACK","1025653","258347","40.875681","-73.850287","POINT (-73.850287 40.875681)"
"278852378","2023-12-11T00:00:00.000","21:18:00","BROOKLYN","OUTSIDE","76","0","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","25-44","M","BLACK","987560","187812","40.682178","-73.988064","POINT (-73.988064 40.682178)"
"278799684","2023-12-10T00:00:00.000","20:09:00","BRONX","INSIDE","41","0","DWELLING","MULTI DWELL - APT BUILD","true","(null)","(null)","(null)","45-64","M","WHITE HISPANIC","1014572","240324","40.826258","-73.890437","POINT (-73.890437 40.826258)"
"278803917","2023-12-10T00:00:00.000","23:55:00","MANHATTAN","OUTSIDE","34","0","COMMERCIAL","BAR/NIGHT CLUB","false","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1006420","253169","40.861539","-73.919851","POINT (-73.919851 40.861539)"
"278784204","2023-12-09T00:00:00.000","21:45:00","BROOKLYN","OUTSIDE","70","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","WHITE","996733","162283","40.612098","-73.955039","POINT (-73.955039 40.612098)"
"278721173","2023-12-08T00:00:00.000","00:55:00","BROOKLYN","OUTSIDE","88","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","993569","191897","40.693387","-73.966393","POINT (-73.966393 40.693387)"
"278677813","2023-12-07T00:00:00.000","19:46:00","QUEENS","OUTSIDE","113","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1053322","191122","40.690994","-73.750928","POINT (-73.750928 40.690994)"
"278666561","2023-12-07T00:00:00.000","16:01:00","BROOKLYN","OUTSIDE","69","0","STREET","(null)","false","25-44","M","BLACK","25-44","M","WHITE HISPANIC","1014385","170323","40.634123","-73.891427","POINT (-73.891427 40.634123)"
"278677814","2023-12-07T00:00:00.000","22:17:00","BROOKLYN","INSIDE","63","0","DWELLING","MULTI DWELL - APT BUILD","false","25-44","M","BLACK HISPANIC","25-44","M","BLACK","1000371","167386","40.626099","-73.941922","POINT (-73.941922 40.626099)"
"278581538","2023-12-06T00:00:00.000","01:55:00","MANHATTAN","OUTSIDE","33","0","COMMERCIAL","RESTAURANT/DINER","false","25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","1000322","244630","40.838114","-73.941915","POINT (-73.941915 40.838114)"
"278627524","2023-12-06T00:00:00.000","17:55:00","MANHATTAN","INSIDE","19","0","COMMERCIAL","SMALL MERCHANT","false","25-44","M","ASIAN / PACIFIC ISLANDER","<18","M","BLACK","993823","217303","40.763118","-73.965441","POINT (-73.965441 40.763118)"
"278627523","2023-12-06T00:00:00.000","16:24:00","MANHATTAN","INSIDE","34","0","COMMERCIAL","(null)","false","25-44","M","BLACK","25-44","F","BLACK","1002447","249631","40.851836","-73.934221","POINT (-73.934221 40.851836)"
"278563881","2023-12-05T00:00:00.000","23:40:00","MANHATTAN","OUTSIDE","23","0","STREET","(null)","false","18-24","M","BLACK","18-24","M","BLACK","998751","226901",,,
"278563881","2023-12-05T00:00:00.000","23:40:00","MANHATTAN","OUTSIDE","23","0","STREET","(null)","false","18-24","M","BLACK","25-44","M","BLACK","998751","226901",,,
"278563372","2023-12-05T00:00:00.000","22:49:00","BROOKLYN","INSIDE","81","0","STREET","(null)","true","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1003897","188279","40.68343728574764","-73.92916162840565","POINT (-73.92916162840565 40.68343728574764)"
"278563371","2023-12-05T00:00:00.000","20:35:00","BROOKLYN","OUTSIDE","70","0","STREET","(null)","false","18-24","M","BLACK","18-24","M","BLACK","996188","172233","40.639409","-73.956982","POINT (-73.956982 40.639409)"
"278488355","2023-12-04T00:00:00.000","11:57:00","BROOKLYN","OUTSIDE","60","0","STREET","MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","F","WHITE","983796","149516","40.577064","-74.001632","POINT (-74.001632 40.577064)"
"278488356","2023-12-04T00:00:00.000","16:15:00","BRONX","OUTSIDE","48","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1014898","249845","40.852391","-73.889215","POINT (-73.889215 40.852391)"
"278426560","2023-12-03T00:00:00.000","03:55:00","QUEENS","OUTSIDE","106","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","BLACK","1035375","185666","40.676142","-73.815683","POINT (-73.815683 40.676142)"
"278433669","2023-12-03T00:00:00.000","12:35:00","BROOKLYN","OUTSIDE","76","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","982347","184973","40.674386","-74.006858","POINT (-74.006858 40.674386)"
"278426559","2023-12-03T00:00:00.000","04:00:00","QUEENS","OUTSIDE","110","0","STREET","(null)","false","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1020379","212045","40.748618","-73.869604","POINT (-73.869604 40.748618)"
"278445172","2023-12-03T00:00:00.000","18:00:00","MANHATTAN","INSIDE","32","0","COMMERCIAL","(null)","true","25-44","M","BLACK","25-44","M","BLACK","999759","238463","40.82119","-73.943962","POINT (-73.943962 40.82119)"
"278426561","2023-12-03T00:00:00.000","00:23:00","BROOKLYN","INSIDE","90","0","DWELLING","MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","WHITE HISPANIC","997250","197948","40.70999","-73.953108","POINT (-73.953108 40.70999)"
"278428992","2023-12-02T00:00:00.000","18:56:00","BRONX","OUTSIDE","47","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1023444","263110","40.888763","-73.858246","POINT (-73.858246 40.888763)"
"278428997","2023-12-02T00:00:00.000","21:00:00","QUEENS","INSIDE","102","0","COMMERCIAL","STORE UNCLASSIFIED","false","25-44","M","ASIAN / PACIFIC ISLANDER","45-64","M","ASIAN / PACIFIC ISLANDER","1032371","194647","40.700809","-73.826449","POINT (-73.826449 40.700809)"
"278340835","2023-12-01T00:00:00.000","02:28:00","BROOKLYN","OUTSIDE","60","0","STREET","(null)","false","(null)","(null)","(null)","25-44","F","BLACK","986860","149122","40.575984","-73.990604","POINT (-73.990604 40.575984)"
"278340835","2023-12-01T00:00:00.000","02:28:00","BROOKLYN","OUTSIDE","60","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","986860","149122","40.575984","-73.990604","POINT (-73.990604 40.575984)"
"278428994","2023-12-01T00:00:00.000","17:48:00","BROOKLYN","INSIDE","67","0","COMMERCIAL","DRY CLEANER/LAUNDRY","true","(null)","(null)","(null)","25-44","M","BLACK","1003114","174013","40.644283","-73.932024","POINT (-73.932024 40.644283)"
"278310327","2023-11-30T00:00:00.000","07:13:00","BRONX","OUTSIDE","42","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1009691","240098","40.825655","-73.908071","POINT (-73.908071 40.825655)"
"278323511","2023-11-30T00:00:00.000","20:09:00","BROOKLYN","OUTSIDE","79","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","18-24","M","BLACK","998273","193028","40.696485","-73.949428","POINT (-73.949428 40.696485)"
"278264515","2023-11-29T00:00:00.000","18:40:00","BRONX","OUTSIDE","44","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","BLACK","1007817","245733","40.841127","-73.914824","POINT (-73.914824 40.841127)"
"278187039","2023-11-28T00:00:00.000","19:33:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","997529","174013","40.644293","-73.952149","POINT (-73.952149 40.644293)"
"278187039","2023-11-28T00:00:00.000","19:33:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","true","(null)","(null)","(null)","25-44","M","BLACK","997529","174013","40.644293","-73.952149","POINT (-73.952149 40.644293)"
"278201749","2023-11-28T00:00:00.000","17:45:00","BROOKLYN","OUTSIDE","81","1","TRANSIT","(null)","false","18-24","M","WHITE HISPANIC","<18","M","BLACK","1005983","186617","40.6788705991623","-73.92164580117114","POINT (-73.92164580117114 40.6788705991623)"
"278201749","2023-11-28T00:00:00.000","17:45:00","BROOKLYN","OUTSIDE","81","1","TRANSIT","(null)","false","18-24","M","WHITE HISPANIC","45-64","M","ASIAN / PACIFIC ISLANDER","1005983","186617","40.6788705991623","-73.92164580117114","POINT (-73.92164580117114 40.6788705991623)"
"278187038","2023-11-28T00:00:00.000","14:17:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","true","(null)","(null)","(null)","25-44","M","BLACK","1014565","180333","40.6616","-73.890732","POINT (-73.890732 40.6616)"
"278066395","2023-11-26T00:00:00.000","01:31:00","BROOKLYN","OUTSIDE","79","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","998192","193561","40.697947","-73.949718","POINT (-73.949718 40.697947)"
"278068696","2023-11-26T00:00:00.000","02:20:00","BRONX","OUTSIDE","40","0","STREET","(null)","false","45-64","M","BLACK","25-44","M","BLACK","1006170","235104","40.811957","-73.920811","POINT (-73.920811 40.811957)"
"278085501","2023-11-26T00:00:00.000","15:30:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","true","(null)","(null)","(null)","<18","M","BLACK","1008245","183796",,,
"278085502","2023-11-26T00:00:00.000","23:50:00","BRONX","OUTSIDE","45","0","STREET","(null)","true","(null)","(null)","(null)","45-64","M","WHITE HISPANIC","1029527","239399","40.823657","-73.836407","POINT (-73.836407 40.823657)"
"278066397","2023-11-25T00:00:00.000","01:34:00","QUEENS","OUTSIDE","110","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1024509","216204","40.760016","-73.854675","POINT (-73.854675 40.760016)"
"278066396","2023-11-25T00:00:00.000","04:46:00","MANHATTAN","OUTSIDE","32","0","STREET","(null)","false","25-44","M","BLACK","25-44","M","BLACK","999634","235961","40.814322","-73.94442","POINT (-73.94442 40.814322)"
"278066398","2023-11-25T00:00:00.000","23:20:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","false","25-44","M","WHITE HISPANIC","25-44","M","BLACK","1013319","180075","40.660894","-73.895225","POINT (-73.895225 40.660894)"
"278066398","2023-11-25T00:00:00.000","23:20:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","false","25-44","M","ASIAN / PACIFIC ISLANDER","25-44","M","BLACK","1013319","180075","40.660894","-73.895225","POINT (-73.895225 40.660894)"
"277978378","2023-11-23T00:00:00.000","22:55:00","BROOKLYN","INSIDE","81","2","HOUSING","MULTI DWELL - PUBLIC HOUS","true","45-64","M","BLACK","65+","F","BLACK","1005283","187666","40.681753","-73.924165","POINT (-73.924165 40.681753)"
"277978186","2023-11-23T00:00:00.000","20:45:00","QUEENS","OUTSIDE","113","0","STREET","PVT HOUSE","false","25-44","M","BLACK","45-64","M","BLACK","1040003","183575","40.670373","-73.799018","POINT (-73.799018 40.670373)"
"277978380","2023-11-23T00:00:00.000","23:43:00","MANHATTAN","OUTSIDE","32","0","STREET","(null)","true","45-64","M","BLACK","45-64","M","BLACK","1001650","240575","40.826982","-73.937128","POINT (-73.937128 40.826982)"
"277973677","2023-11-23T00:00:00.000","00:30:00","BRONX","OUTSIDE","49","0","PARKING LOT","FAST FOOD","false","(null)","(null)","(null)","25-44","M","BLACK","1022431","254757","40.865842","-73.861957","POINT (-73.861957 40.865842)"
"277973198","2023-11-23T00:00:00.000","14:00:00","BRONX","OUTSIDE","44","0","VEHICLE","(null)","false","25-44","M","BLACK","25-44","M","BLACK","1004861","244407","40.837493","-73.925513","POINT (-73.925513 40.837493)"
"277973676","2023-11-23T00:00:00.000","01:54:00","BROOKLYN","OUTSIDE","88","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","25-44","M","BLACK","990846","192563","40.695217","-73.976211","POINT (-73.976211 40.695217)"
"277940860","2023-11-22T00:00:00.000","10:08:00","STATEN ISLAND","INSIDE","120","0","DWELLING","MULTI DWELL - APT BUILD","false","(null)","(null)","(null)","25-44","M","BLACK","962873","174172",,,
"277957687","2023-11-22T00:00:00.000","20:08:00","BROOKLYN","OUTSIDE","70","0","DWELLING","MULTI DWELL - APT BUILD","false","25-44","M","BLACK","18-24","M","BLACK","996117","172731","40.640776","-73.957239","POINT (-73.957239 40.640776)"
"277940861","2023-11-22T00:00:00.000","10:50:00","QUEENS","INSIDE","114","0","DWELLING","(null)","false","65+","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC","1006000","214684","40.755909","-73.921492","POINT (-73.921492 40.755909)"
"277863513","2023-11-21T00:00:00.000","11:38:00","BROOKLYN","OUTSIDE","83","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1006148","191087","40.69114","-73.921033","POINT (-73.921033 40.69114)"
"277829335","2023-11-20T00:00:00.000","20:16:00","BROOKLYN","OUTSIDE","66","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","985841","174098","40.64453524491852","-73.99426690452187","POINT (-73.99426690452187 40.64453524491852)"
"278143542","2023-11-20T00:00:00.000","22:05:00","QUEENS","OUTSIDE","114","0","STREET","(null)","true","25-44","M","ASIAN / PACIFIC ISLANDER","25-44","M","WHITE HISPANIC","1000364","214208","40.754616","-73.941834","POINT (-73.941834 40.754616)"
"277829335","2023-11-20T00:00:00.000","20:16:00","BROOKLYN","OUTSIDE","66","0","STREET","(null)","false","(null)","(null)","(null)","<18","M","WHITE HISPANIC","985841","174098","40.64453524491852","-73.99426690452187","POINT (-73.99426690452187 40.64453524491852)"
"278143542","2023-11-20T00:00:00.000","22:05:00","QUEENS","OUTSIDE","114","0","STREET","(null)","true","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1000364","214208","40.754616","-73.941834","POINT (-73.941834 40.754616)"
"277829336","2023-11-20T00:00:00.000","21:47:00","BROOKLYN","OUTSIDE","75","0","STREET","RESTAURANT/DINER","false","18-24","M","BLACK","18-24","M","BLACK","1020963","177900","40.654897","-73.867685","POINT (-73.867685 40.654897)"
"277770906","2023-11-19T00:00:00.000","05:55:00","QUEENS","OUTSIDE","114","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1006000","214684","40.755909","-73.921492","POINT (-73.921492 40.755909)"
