"incident_key","occur_date","occur_time","boro","loc_of_occur_desc","precinct","jurisdiction_code","loc_classfctn_desc","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","geocoded_column"
"271885036","2023-07-25T00:00:00.000","23:04:00","BROOKLYN","OUTSIDE","70","0","STREET","(null)","false","<18","M","BLACK","25-44","M","BLACK","996550","172646","40.640543","-73.955677","POINT (-73.955677 40.640543)"
"271818282","2023-07-24T00:00:00.000","02:40:00","BRONX","INSIDE","46","0","COMMERCIAL","BAR/NIGHT CLUB","true","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1011329","249447","40.851308","-73.902116","POINT (-73.902116 40.851308)"
"271818282","2023-07-24T00:00:00.000","02:40:00","BRONX","INSIDE","46","0","COMMERCIAL","BAR/NIGHT CLUB","true","18-24","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC","1011329","249447","40.851308","-73.902116","POINT (-73.902116 40.851308)"
"271818282","2023-07-24T00:00:00.000","02:40:00","BRONX","INSIDE","46","0","COMMERCIAL","BAR/NIGHT CLUB","true","25-44","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1011329","249447","40.851308","-73.902116","POINT (-73.902116 40.851308)"
"271818282","2023-07-24T00:00:00.000","02:40:00","BRONX","INSIDE","46","0","COMMERCIAL","BAR/NIGHT CLUB","false","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1011329","249447","40.851308","-73.902116","POINT (-73.902116 40.851308)"
"271818282","2023-07-24T00:00:00.000","02:40:00","BRONX","INSIDE","46","0","COMMERCIAL","BAR/NIGHT CLUB","false","18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1011329","249447","40.851308","-73.902116","POINT (-73.902116 40.851308)"
"271818282","2023-07-24T00:00:00.000","02:40:00","BRONX","INSIDE","46","0","COMMERCIAL","BAR/NIGHT CLUB","false","18-24","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC","1011329","249447","40.851308","-73.902116","POINT (-73.902116 40.851308)"
"271818282","2023-07-24T00:00:00.000","02:40:00","BRONX","INSIDE","46","0","COMMERCIAL","BAR/NIGHT CLUB","false","25-44","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1011329","249447","40.851308","-73.902116","POINT (-73.902116 40.851308)"
"271818284","2023-07-24T00:00:00.000","21:36:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","BLACK","999009","171975","40.638698","-73.946819","POINT (-73.946819 40.638698)"
"271818282","2023-07-24T00:00:00.000","02:40:00","BRONX","INSIDE","46","0","COMMERCIAL","BAR/NIGHT CLUB","true","18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1011329","249447","40.851308","-73.902116","POINT (-73.902116 40.851308)"
"271818920","2023-07-24T00:00:00.000","21:45:00","MANHATTAN","OUTSIDE","34","0","STREET","(null)","false","25-44","M","ASIAN / PACIFIC ISLANDER","25-44","M","BLACK HISPANIC","1003257","255828","40.86884279179812","-73.93127811222519","POINT (-73.93127811222519 40.86884279179812)"
"271818283","2023-07-24T00:00:00.000","23:38:00","MANHATTAN","OUTSIDE","28","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","25-44","M","BLACK","997853","230889","40.800405","-73.950864","POINT (-73.950864 40.800405)"
"271753275","2023-07-23T00:00:00.000","00:27:00","QUEENS","OUTSIDE","115","0","STREET","(null)","false","45-64","M","BLACK","25-44","M","BLACK","1019926","216763","40.761569","-73.871215","POINT (-73.871215 40.761569)"
"271751339","2023-07-23T00:00:00.000","03:25:00","QUEENS","OUTSIDE","104","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","BLACK","1019645","199167","40.713275","-73.872323","POINT (-73.872323 40.713275)"
"271751339","2023-07-23T00:00:00.000","03:25:00","QUEENS","OUTSIDE","104","0","STREET","(null)","true","(null)","(null)","(null)","18-24","M","BLACK","1019645","199167","40.713275","-73.872323","POINT (-73.872323 40.713275)"
"271769930","2023-07-23T00:00:00.000","22:42:00","BRONX","OUTSIDE","50","0","STREET","(null)","false","25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","1010673","256799","40.871489","-73.904459","POINT (-73.904459 40.871489)"
"271753274","2023-07-23T00:00:00.000","04:00:00","BROOKLYN","OUTSIDE","71","0","STREET","MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","F","BLACK","996019","182558","40.66775","-73.957575","POINT (-73.957575 40.66775)"
"271751340","2023-07-22T00:00:00.000","22:02:00","BRONX","OUTSIDE","47","0","STREET","(null)","false","25-44","M","BLACK","18-24","M","BLACK HISPANIC","1027440","260306","40.881048303916906","-73.84381309545137","POINT (-73.84381309545137 40.881048303916906)"
"271753273","2023-07-22T00:00:00.000","22:30:00","BRONX","OUTSIDE","43","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","25-44","M","BLACK","1020568","239896","40.825062","-73.868772","POINT (-73.868772 40.825062)"
"271746435","2023-07-22T00:00:00.000","23:27:00","MANHATTAN","OUTSIDE","25","0","STREET","(null)","true","25-44","M","WHITE HISPANIC","45-64","M","BLACK","1000678","230719","40.799931027946656","-73.9406642603565","POINT (-73.9406642603565 40.799931027946656)"
"271818918","2023-07-22T00:00:00.000","01:06:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","999229","229689","40.797107","-73.945898","POINT (-73.945898 40.797107)"
"271751338","2023-07-22T00:00:00.000","18:56:00","BRONX","OUTSIDE","47","0","STREET","(null)","false","25-44","M","BLACK","25-44","M","BLACK","1025439","258185","40.875237","-73.851061","POINT (-73.851061 40.875237)"
"271751341","2023-07-22T00:00:00.000","16:15:00","BROOKLYN","OUTSIDE","70","0","STREET","MULTI DWELL - APT BUILD","false","(null)","(null)","(null)","25-44","M","BLACK","996850","173739","40.643542","-73.954595","POINT (-73.954595 40.643542)"
"271707737","2023-07-21T00:00:00.000","21:47:00","BRONX","OUTSIDE","42","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1009787","241618","40.82982408781768","-73.90772232109839","POINT (-73.90772232109839 40.82982408781768)"
"271693660","2023-07-21T00:00:00.000","17:25:00","BRONX","OUTSIDE","46","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1009358","247702","40.846527","-73.909249","POINT (-73.909249 40.846527)"
"271650263","2023-07-20T00:00:00.000","23:07:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","false","25-44","M","BLACK","18-24","M","BLACK","1005918","177340","40.653409","-73.92191","POINT (-73.92191 40.653409)"
"271656067","2023-07-20T00:00:00.000","08:00:00","BROOKLYN","OUTSIDE","81","0","STREET","(null)","false","45-64","M","BLACK","25-44","M","BLACK","1001463","190640","40.689924","-73.937928","POINT (-73.937928 40.689924)"
"271656067","2023-07-20T00:00:00.000","08:00:00","BROOKLYN","OUTSIDE","81","0","STREET","(null)","true","45-64","M","BLACK","25-44","F","WHITE HISPANIC","1001463","190640","40.689924","-73.937928","POINT (-73.937928 40.689924)"
"271656067","2023-07-20T00:00:00.000","08:00:00","BROOKLYN","OUTSIDE","81","0","STREET","(null)","true","45-64","M","BLACK","25-44","M","BLACK","1001463","190640","40.689924","-73.937928","POINT (-73.937928 40.689924)"
"271656067","2023-07-20T00:00:00.000","08:00:00","BROOKLYN","OUTSIDE","81","0","STREET","(null)","false","45-64","M","BLACK","25-44","F","WHITE HISPANIC","1001463","190640","40.689924","-73.937928","POINT (-73.937928 40.689924)"
"271581475","2023-07-19T00:00:00.000","13:50:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","false","45-64","M","BLACK","18-24","M","BLACK","1018471","187914","40.68239109752905","-73.87661615409512","POINT (-73.87661615409512 40.68239109752905)"
"271581476","2023-07-19T00:00:00.000","15:45:00","BROOKLYN","OUTSIDE","67","0","DWELLING","MULTI DWELL - APT BUILD","false","18-24","M","BLACK","<18","M","BLACK","1006512","178693","40.657121","-73.919762","POINT (-73.919762 40.657121)"
"271556089","2023-07-19T00:00:00.000","00:27:00","QUEENS","OUTSIDE","109","0","DWELLING","PVT HOUSE","false","25-44","M","ASIAN / PACIFIC ISLANDER","25-44","M","ASIAN / PACIFIC ISLANDER","1031054","213590","40.752808","-73.831069","POINT (-73.831069 40.752808)"
"271532431","2023-07-18T00:00:00.000","23:54:00","BRONX","INSIDE","40","0","HOUSING","MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","1006566","239026","40.82272","-73.919368","POINT (-73.919368 40.82272)"
"271465866","2023-07-17T00:00:00.000","23:48:00","MANHATTAN","OUTSIDE","14","0","STREET","(null)","false","<18","M","BLACK","<18","M","BLACK","985764","213806",,,
"271465864","2023-07-17T00:00:00.000","13:00:00","BROOKLYN","OUTSIDE","62","0","STREET","(null)","true","<18","M","BLACK","<18","M","WHITE","988592","164417","40.617962","-73.98436","POINT (-73.98436 40.617962)"
"271465865","2023-07-17T00:00:00.000","21:18:00","BRONX","OUTSIDE","42","0","STREET","(null)","false","(null)","(null)","(null)","<18","M","BLACK","1013859","243743","40.83564388465157","-73.89299882628953","POINT (-73.89299882628953 40.83564388465157)"
"271408364","2023-07-16T00:00:00.000","19:40:00","BROOKLYN","OUTSIDE","77","0","STREET","(null)","false","25-44","M","BLACK","25-44","M","BLACK","995237","184835","40.67399927214184","-73.96039135791041","POINT (-73.96039135791041 40.67399927214184)"
"271402826","2023-07-16T00:00:00.000","00:30:00","BROOKLYN","OUTSIDE","83","0","STREET","(null)","false","<18","M","BLACK","18-24","M","WHITE HISPANIC","1007052","193757",,,
"271402826","2023-07-16T00:00:00.000","00:30:00","BROOKLYN","OUTSIDE","83","0","STREET","(null)","false","<18","M","BLACK","<18","M","WHITE HISPANIC","1007052","193757",,,
"271408363","2023-07-16T00:00:00.000","18:20:00","MANHATTAN","OUTSIDE","25","0","PLAYGROUND","(null)","false","18-24","F","BLACK","25-44","F","BLACK","999347","232501","40.804825","-73.945466","POINT (-73.945466 40.804825)"
"271402827","2023-07-15T00:00:00.000","23:45:00","BRONX","OUTSIDE","42","0","STREET","GROCERY/BODEGA","false","(null)","(null)","(null)","25-44","M","BLACK","1010158","242490","40.832218","-73.906377","POINT (-73.906377 40.832218)"
"271352165","2023-07-14T00:00:00.000","22:10:00","BROOKLYN","OUTSIDE","69","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","<18","M","BLACK","1013835","175981","40.649656","-73.893382","POINT (-73.893382 40.649656)"
"271410926","2023-07-14T00:00:00.000","15:50:00","BRONX","OUTSIDE","44","0","STREET","(null)","true","25-44","M","BLACK","25-44","M","BLACK","1007072","239961","40.825285","-73.917538","POINT (-73.917538 40.825285)"
"271352164","2023-07-14T00:00:00.000","00:38:00","MANHATTAN","OUTSIDE","28","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","996959","232155","40.803881","-73.954092","POINT (-73.954092 40.803881)"
"271290435","2023-07-13T00:00:00.000","16:10:00","BROOKLYN","OUTSIDE","69","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","25-44","M","BLACK","1015441","169530","40.631944","-73.887623","POINT (-73.887623 40.631944)"
"271290434","2023-07-13T00:00:00.000","13:00:00","MANHATTAN","OUTSIDE","30","0","COMMERCIAL","MULTI DWELL - APT BUILD","false","25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","998791","241867","40.830535","-73.947455","POINT (-73.947455 40.830535)"
"271290436","2023-07-13T00:00:00.000","19:52:00","BROOKLYN","OUTSIDE","66","0","STREET","(null)","false","25-44","M","WHITE HISPANIC","<18","M","BLACK HISPANIC","990198","170805","40.635497","-73.978567","POINT (-73.978567 40.635497)"
"271236446","2023-07-12T00:00:00.000","22:02:00","BRONX","OUTSIDE","43","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1023801","242376","40.831854","-73.857076","POINT (-73.857076 40.831854)"
"271188186","2023-07-12T00:00:00.000","00:06:00","BROOKLYN","OUTSIDE","71","0","STREET","(null)","false","25-44","M","BLACK","25-44","M","BLACK","995175","179809","40.66020409878514","-73.96062301563435","POINT (-73.96062301563435 40.66020409878514)"
"271171075","2023-07-11T00:00:00.000","21:12:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","false","(null)","(null)","(null)","45-64","M","BLACK","1006463","181820","40.665703","-73.919929","POINT (-73.919929 40.665703)"
"271171077","2023-07-11T00:00:00.000","17:47:00","BRONX","OUTSIDE","52","0","STREET","(null)","false","18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1012759","254893","40.86625092849689","-73.8969265960367","POINT (-73.8969265960367 40.86625092849689)"
"271171074","2023-07-11T00:00:00.000","08:30:00","BROOKLYN","INSIDE","73","0","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","25-44","M","BLACK","1010830","181517","40.664861","-73.90419","POINT (-73.90419 40.664861)"
"271171073","2023-07-11T00:00:00.000","21:40:00","BROOKLYN","OUTSIDE","72","0","STREET","(null)","true","(null)","(null)","(null)","25-44","M","BLACK HISPANIC","981558","172010","40.638805","-74.009699","POINT (-74.009699 40.638805)"
"271171077","2023-07-11T00:00:00.000","17:47:00","BRONX","OUTSIDE","52","0","STREET","(null)","false","<18","M","BLACK","<18","M","BLACK HISPANIC","1012759","254893","40.86625092849689","-73.8969265960367","POINT (-73.8969265960367 40.86625092849689)"
"271171077","2023-07-11T00:00:00.000","17:47:00","BRONX","OUTSIDE","52","0","STREET","(null)","false","18-24","M","WHITE HISPANIC","<18","M","BLACK HISPANIC","1012759","254893","40.86625092849689","-73.8969265960367","POINT (-73.8969265960367 40.86625092849689)"
"271171077","2023-07-11T00:00:00.000","17:47:00","BRONX","OUTSIDE","52","0","STREET","(null)","false","18-24","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1012759","254893","40.86625092849689","-73.8969265960367","POINT (-73.8969265960367 40.86625092849689)"
"271171077","2023-07-11T00:00:00.000","17:47:00","BRONX","OUTSIDE","52","0","STREET","(null)","false","<18","M","BLACK","25-44","M","BLACK HISPANIC","1012759","254893","40.86625092849689","-73.8969265960367","POINT (-73.8969265960367 40.86625092849689)"
"271171077","2023-07-11T00:00:00.000","17:47:00","BRONX","OUTSIDE","52","0","STREET","(null)","false","<18","M","BLACK","18-24","M","BLACK HISPANIC","1012759","254893","40.86625092849689","-73.8969265960367","POINT (-73.8969265960367 40.86625092849689)"
"271171076","2023-07-11T00:00:00.000","22:25:00","BRONX","OUTSIDE","43","0","STREET","(null)","true","18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1021042","241957","40.830717","-73.867048","POINT (-73.867048 40.830717)"
"271076528","2023-07-10T00:00:00.000","00:06:00","MANHATTAN","OUTSIDE","5","0","HOUSING","MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","18-24","F","WHITE HISPANIC","984984","197590","40.709018","-73.997352","POINT (-73.997352 40.709018)"
"271076528","2023-07-10T00:00:00.000","00:06:00","MANHATTAN","OUTSIDE","5","0","HOUSING","MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","18-24","F","WHITE HISPANIC","984984","197590","40.709018","-73.997352","POINT (-73.997352 40.709018)"
"271104893","2023-07-10T00:00:00.000","22:48:00","BRONX","OUTSIDE","44","0","STREET","(null)","false","<18","M","BLACK","<18","F","BLACK","1008352","243611","40.83529832929978","-73.9129005141128","POINT (-73.9129005141128 40.83529832929978)"
"271104892","2023-07-10T00:00:00.000","18:48:00","STATEN ISLAND","INSIDE","123","0","OTHER","HOSPITAL","false","(null)","(null)","(null)","25-44","M","BLACK","929510","127539","40.516572","-74.196874","POINT (-74.196874 40.516572)"
"271052451","2023-07-09T00:00:00.000","18:52:00","MANHATTAN","OUTSIDE","32","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1001370","238165","40.820368","-73.938143","POINT (-73.938143 40.820368)"
"271052452","2023-07-09T00:00:00.000","23:19:00","BRONX","OUTSIDE","48","0","STREET","(null)","false","<18","M","BLACK","18-24","M","BLACK","1015629","246174","40.842311","-73.886588","POINT (-73.886588 40.842311)"
"271029295","2023-07-09T00:00:00.000","00:29:00","BRONX","OUTSIDE","47","0","STREET","(null)","false","(null)","(null)","(null)","25-44","F","BLACK","1020184","259289","40.87828948434474","-73.8700581979115","POINT (-73.8700581979115 40.87828948434474)"
"270997565","2023-07-08T00:00:00.000","04:10:00","QUEENS","OUTSIDE","114","0","STREET","(null)","false","25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","1010853","217604","40.763909","-73.903965","POINT (-73.903965 40.763909)"
"271021661","2023-07-08T00:00:00.000","11:27:00","QUEENS","OUTSIDE","102","0","STREET","BEAUTY/NAIL SALON","false","25-44","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC","1028856","192785","40.695717","-73.839138","POINT (-73.839138 40.695717)"
"270996251","2023-07-08T00:00:00.000","00:30:00","BROOKLYN","OUTSIDE","73","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","25-44","M","BLACK","1007301","184134","40.672053","-73.916899","POINT (-73.916899 40.672053)"
"271021661","2023-07-08T00:00:00.000","11:27:00","QUEENS","OUTSIDE","102","0","STREET","BEAUTY/NAIL SALON","true","25-44","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC","1028856","192785","40.695717","-73.839138","POINT (-73.839138 40.695717)"
"271021661","2023-07-08T00:00:00.000","11:27:00","QUEENS","OUTSIDE","102","0","STREET","BEAUTY/NAIL SALON","true","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1028856","192785","40.695717","-73.839138","POINT (-73.839138 40.695717)"
"271021661","2023-07-08T00:00:00.000","11:27:00","QUEENS","OUTSIDE","102","0","STREET","BEAUTY/NAIL SALON","true","25-44","M","WHITE HISPANIC","65+","M","ASIAN / PACIFIC ISLANDER","1028856","192785","40.695717","-73.839138","POINT (-73.839138 40.695717)"
"271016897","2023-07-08T00:00:00.000","19:54:00","STATEN ISLAND","INSIDE","120","0","COMMERCIAL","GROCERY/BODEGA","true","18-24","M","ASIAN / PACIFIC ISLANDER","25-44","M","ASIAN / PACIFIC ISLANDER","949935","164099","40.617024","-74.123601","POINT (-74.123601 40.617024)"
"271021661","2023-07-08T00:00:00.000","11:27:00","QUEENS","OUTSIDE","102","0","STREET","BEAUTY/NAIL SALON","false","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1028856","192785","40.695717","-73.839138","POINT (-73.839138 40.695717)"
"270997565","2023-07-08T00:00:00.000","04:10:00","QUEENS","OUTSIDE","114","0","STREET","(null)","false","25-44","M","BLACK HISPANIC","25-44","M","BLACK","1010853","217604","40.763909","-73.903965","POINT (-73.903965 40.763909)"
"271010502","2023-07-08T00:00:00.000","11:10:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","false","25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1015665","187235","40.6805378019602","-73.88673634325725","POINT (-73.88673634325725 40.6805378019602)"
"271021661","2023-07-08T00:00:00.000","11:27:00","QUEENS","OUTSIDE","102","0","STREET","BEAUTY/NAIL SALON","false","25-44","M","WHITE HISPANIC","65+","M","ASIAN / PACIFIC ISLANDER","1028856","192785","40.695717","-73.839138","POINT (-73.839138 40.695717)"
"270993250","2023-07-07T00:00:00.000","19:00:00","BRONX","INSIDE","46","0","DWELLING","MULTI DWELL - APT BUILD","false","25-44","M","WHITE HISPANIC","45-64","M","BLACK HISPANIC","1005991","249443","40.851313","-73.921412","POINT (-73.921412 40.851313)"
"270938690","2023-07-06T00:00:00.000","00:24:00","BROOKLYN","OUTSIDE","90","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1001428","195651","40.703679","-73.938044","POINT (-73.938044 40.703679)"
"270939179","2023-07-06T00:00:00.000","17:30:00","BRONX","OUTSIDE","47","0","STREET","(null)","true","18-24","M","BLACK","25-44","M","BLACK","1022218","262412","40.886853","-73.862682","POINT (-73.862682 40.886853)"
"270939176","2023-07-06T00:00:00.000","23:08:00","STATEN ISLAND","OUTSIDE","120","0","STREET","(null)","false","(null)","(null)","(null)","<18","M","BLACK","951999","168438","40.628941186484326","-74.11618787789033","POINT (-74.11618787789033 40.628941186484326)"
"270938691","2023-07-06T00:00:00.000","22:05:00","BRONX","OUTSIDE","42","0","STREET","(null)","false","<18","M","BLACK","<18","M","BLACK","1012473","242681","40.83273354102851","-73.89801202474207","POINT (-73.89801202474207 40.83273354102851)"
"270939176","2023-07-06T00:00:00.000","23:08:00","STATEN ISLAND","OUTSIDE","120","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","BLACK","951999","168438","40.628941186484326","-74.11618787789033","POINT (-74.11618787789033 40.628941186484326)"
"270836517","2023-07-05T00:00:00.000","02:21:00","BRONX","OUTSIDE","46","0","STREET","(null)","false","25-44","M","WHITE HISPANIC","18-24","M","BLACK","1011263","251671","40.857414","-73.902346","POINT (-73.902346 40.857414)"
"270823203","2023-07-05T00:00:00.000","01:10:00","BRONX","OUTSIDE","40","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1010373","238278","40.820657","-73.905614","POINT (-73.905614 40.820657)"
"270836517","2023-07-05T00:00:00.000","02:21:00","BRONX","OUTSIDE","46","0","STREET","(null)","true","25-44","M","WHITE HISPANIC","18-24","M","BLACK","1011263","251671","40.857414","-73.902346","POINT (-73.902346 40.857414)"
"270939177","2023-07-05T00:00:00.000","23:00:00","QUEENS","INSIDE","115","0","DWELLING","PVT HOUSE","true","25-44","M","BLACK","45-64","F","BLACK","1021707","215698","40.758641","-73.864791","POINT (-73.864791 40.758641)"
"270836518","2023-07-05T00:00:00.000","01:35:00","MANHATTAN","OUTSIDE","34","0","STREET","(null)","true","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1005425","254690","40.865714","-73.923441","POINT (-73.923441 40.865714)"
"270825478","2023-07-05T00:00:00.000","02:20:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","false","25-44","M","BLACK","18-24","M","BLACK","1009205","180903","40.66318","-73.91005","POINT (-73.91005 40.66318)"
"270836517","2023-07-05T00:00:00.000","02:21:00","BRONX","OUTSIDE","46","0","STREET","(null)","true","18-24","M","BLACK HISPANIC","18-24","M","BLACK","1011263","251671","40.857414","-73.902346","POINT (-73.902346 40.857414)"
"270825478","2023-07-05T00:00:00.000","02:20:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","false","18-24","M","BLACK","18-24","M","BLACK","1009205","180903","40.66318","-73.91005","POINT (-73.91005 40.66318)"
"270823202","2023-07-05T00:00:00.000","01:25:00","BRONX","OUTSIDE","46","0","STREET","(null)","false","(null)","(null)","(null)","18-24","M","BLACK","1009833","248173","40.847815514765855","-73.90753109698773","POINT (-73.90753109698773 40.847815514765855)"
"270852290","2023-07-05T00:00:00.000","04:40:00","BROOKLYN","INSIDE","60","0","HOUSING","MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","985221","147951","40.572769","-73.996503","POINT (-73.996503 40.572769)"
"270855026","2023-07-05T00:00:00.000","05:00:00","BRONX","OUTSIDE","48","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1018127","245241","40.839741","-73.877566","POINT (-73.877566 40.839741)"
"270867008","2023-07-05T00:00:00.000","22:10:00","BRONX","OUTSIDE","50","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1012062","257773","40.87415786641501","-73.89943462159552","POINT (-73.89943462159552 40.87415786641501)"
"270836517","2023-07-05T00:00:00.000","02:21:00","BRONX","OUTSIDE","46","0","STREET","(null)","false","18-24","M","BLACK HISPANIC","18-24","M","BLACK","1011263","251671","40.857414","-73.902346","POINT (-73.902346 40.857414)"
"270939177","2023-07-05T00:00:00.000","23:00:00","QUEENS","INSIDE","115","0","DWELLING","PVT HOUSE","true","25-44","M","BLACK","25-44","M","BLACK","1021707","215698","40.758641","-73.864791","POINT (-73.864791 40.758641)"
"270823204","2023-07-05T00:00:00.000","00:05:00","BRONX","OUTSIDE","45","2","HOUSING","MULTI DWELL - PUBLIC HOUS","false","(null)","(null)","(null)","25-44","M","BLACK","1032747","239087","40.822782","-73.824775","POINT (-73.824775 40.822782)"
"270863204","2023-07-05T00:00:00.000","08:28:00","BRONX","OUTSIDE","43","0","STREET","PVT HOUSE","false","45-64","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC","1023704","234462","40.810132","-73.857473","POINT (-73.857473 40.810132)"
"270840036","2023-07-05T00:00:00.000","03:55:00","MANHATTAN","OUTSIDE","23","0","HOUSING","MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","F","BLACK","999480","226052","40.787126","-73.945","POINT (-73.945 40.787126)"
"270825477","2023-07-05T00:00:00.000","01:32:00","BROOKLYN","OUTSIDE","73","0","STREET","MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","F","BLACK","1008872","180548","40.662206","-73.911251","POINT (-73.911251 40.662206)"
"270867007","2023-07-05T00:00:00.000","19:55:00","BRONX","OUTSIDE","44","0","STREET","(null)","false","25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","1007885","246405","40.84297","-73.914577","POINT (-73.914577 40.84297)"
"270814571","2023-07-04T00:00:00.000","00:53:00","MANHATTAN","OUTSIDE","32","0","STREET","MULTI DWELL - APT BUILD","false","45-64","M","BLACK","<18","M","BLACK","999899","238684","40.821797","-73.943457","POINT (-73.943457 40.821797)"
"270814572","2023-07-04T00:00:00.000","01:10:00","BROOKLYN","INSIDE","77","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK","1005328","183149","40.669355","-73.924018","POINT (-73.924018 40.669355)"
"270814573","2023-07-04T00:00:00.000","21:30:00","QUEENS","OUTSIDE","113","0","STREET","(null)","false","(null)","(null)","(null)","45-64","F","BLACK","1050408","194584","40.70051755380112","-73.7614022003781","POINT (-73.7614022003781 40.70051755380112)"
"270814571","2023-07-04T00:00:00.000","00:53:00","MANHATTAN","OUTSIDE","32","0","STREET","MULTI DWELL - APT BUILD","false","18-24","M","BLACK","<18","M","BLACK","999899","238684","40.821797","-73.943457","POINT (-73.943457 40.821797)"
"270760814","2023-07-03T00:00:00.000","18:52:00","BRONX","OUTSIDE","41","0","STREET","(null)","false","25-44","M","BLACK","45-64","M","BLACK","1013037","236657",,,
"270758365","2023-07-03T00:00:00.000","04:30:00","BRONX","INSIDE","42","0","STREET","BAR/NIGHT CLUB","false","25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","1010546","245192","40.839633","-73.904964","POINT (-73.904964 40.839633)"
"270814570","2023-07-03T00:00:00.000","23:49:00","STATEN ISLAND","OUTSIDE","120","0","STREET","(null)","false","(null)","(null)","(null)","25-44","M","BLACK HISPANIC","960915","171305","40.636841","-74.084073","POINT (-74.084073 40.636841)"
"270758366","2023-07-03T00:00:00.000","20:14:00","BRONX","OUTSIDE","44","0","STREET","(null)","false","25-44","M","WHITE HISPANIC","25-44","M","BLACK","1005495","241185","40.828648","-73.92323","POINT (-73.92323 40.828648)"
"270760379","2023-07-03T00:00:00.000","21:25:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","false","18-24","M","BLACK","25-44","M","BLACK","1008769","177614","40.654153","-73.911632","POINT (-73.911632 40.654153)"
